Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
778.6908@15.62,"3","73.28","98.62","0.00","68.46","6","TG(12:0/16:1(9Z)/17:1(9Z))","C48H88O6","Triacylglycerols","45:2","12:0/16:1/17:1","760.6581","1.5","[M+NH4]+"
821.6617@15.67,"3","77.72","98.44","99.92","57.65","5","TG(14:1(9Z)/16:0/18:3(6Z,9Z,12Z))","C51H90O6","Triacylglycerols","48:4","14:1/16:0/18:3","798.6737","1.5","[M+Na]+"
,"3","76.50","87.42","99.37","55.88","3","TG(14:1(9Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C53H88O6","Triacylglycerols","50:7","14:1/18:3/18:3","820.6581","4.5","[M+H]+"
816.7063@15.68,"3","78.54","98.42","98.21","75.83","13","TG(14:1(9Z)/16:0/18:3(6Z,9Z,12Z))","C51H90O6","Triacylglycerols","48:4","14:1/16:0/18:3","798.6737","1.5","[M+NH4]+"
892.7377@15.74,"3","76.74","98.57","68.79","68.81","9","TG(16:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H94O6","Triacylglycerols","54:8","16:1/18:2/20:5","874.7050","1.4","[M+NH4]+"
778.6908@15.76,"3","73.33","98.56","0.00","69.46","6","TG(12:0/15:0/18:2(9Z,12Z))","C48H88O6","Triacylglycerols","45:2","12:0/15:0/18:2","760.6581","1.5","[M+NH4]+"
778.6908@15.77,"3","77.63","98.60","85.22","70.28","6","TG(12:0/15:0/18:2(9Z,12Z))","C48H88O6","Triacylglycerols","45:2","12:0/15:0/18:2","760.6581","1.5","[M+NH4]+"
804.7065@15.78,"3","73.32","98.74","0.00","68.91","4","TG(14:1(9Z)/16:1(9Z)/17:1(9Z))","C50H90O6","Triacylglycerols","47:3","14:1/16:1/17:1","786.6737","1.4","[M+NH4]+"
847.6775@15.84,"3","76.82","88.72","99.87","59.09","4","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","C55H90O6","Triacylglycerols","52:8","16:1/18:3/18:4","846.6737","4.1","[M+H]+"
842.7220@15.86,"3","78.68","98.52","99.51","76.99","14","TG(16:1(9Z)/16:1(9Z)/18:3(6Z,9Z,12Z))","C53H92O6","Triacylglycerols","50:5","16:1/16:1/18:3","824.6894","1.5","[M+NH4]+"
804.7064@15.94,"3","78.25","98.59","98.69","69.06","6","TG(12:0/17:1(9Z)/18:2(9Z,12Z))","C50H90O6","Triacylglycerols","47:3","12:0/17:1/18:2","786.6737","1.5","[M+NH4]+"
866.7219@15.96,"3","78.57","98.35","97.44","77.32","8","TG(12:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C55H92O6","Triacylglycerols","52:7","12:0/18:1/22:6","848.6894","1.5","[M+NH4]+"
847.6773@16.01,"3","77.50","98.34","98.22","55.17","4","TG(14:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C53H92O6","Triacylglycerols","50:5","14:0/16:0/20:5","824.6894","1.5","[M+Na]+"
,"3","76.62","87.31","99.93","57.87","4","TG(14:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H90O6","Triacylglycerols","52:8","14:0/18:3/20:5","846.6737","4.4","[M+H]+"
804.7063@16.02,"3","78.33","98.40","98.70","71.19","7","TG(14:1(9Z)/15:0/18:2(9Z,12Z))","C50H90O6","Triacylglycerols","47:3","14:1/15:0/18:2","786.6737","1.6","[M+NH4]+"
842.7220@16.02,"3","78.69","98.38","99.68","77.37","13","TG(14:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C53H92O6","Triacylglycerols","50:5","14:0/18:2/18:3","824.6894","1.5","[M+NH4]+"
866.7220@16.02,"3","78.47","98.47","98.63","73.91","7","TG(12:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C55H92O6","Triacylglycerols","52:7","12:0/18:1/22:6","848.6894","1.5","[M+NH4]+"
778.6907@16.04,"3","77.70","98.41","94.13","63.02","4","TG(15:0/15:1(9Z)/15:1(9Z))","C48H88O6","Triacylglycerols","45:2","15:0/15:1/15:1","760.6581","1.6","[M+NH4]+"
873.6924@16.19,"3","77.56","96.65","99.90","57.97","5","TG(16:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","C55H94O6","Triacylglycerols","52:6","16:0/18:2/18:4","850.7050","2.1","[M+Na]+"
,"3","76.27","83.71","98.83","59.17","4","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","C57H92O6","Triacylglycerols","54:9","18:2/18:3/18:4","872.6894","4.9","[M+H]+"
918.7531@16.20,"3","77.49","98.13","84.84","68.65","7","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H96O6","Triacylglycerols","56:9","18:2/18:3/20:4","900.7207","1.5","[M+NH4]+"
868.7372@16.20,"3","78.75","97.26","99.52","80.88","14","TG(16:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H94O6","Triacylglycerols","52:6","16:1/18:2/18:3","850.7050","1.9","[M+NH4]+"
745.6303@16.23,"3","78.21","97.94","99.81","68.51","9","TG(12:0/14:0/16:0)","C45H86O6","Triacylglycerols","42:0","12:0/14:0/16:0","722.6424","1.9","[M+Na]+"
,"3","76.75","85.73","99.58","63.95","6","TG(12:0/14:0/18:3(6Z,9Z,12Z))","C47H84O6","Triacylglycerols","44:3","12:0/14:0/18:3","744.6268","5.1","[M+H]+"
740.6749@16.23,"4","99.23","98.05","99.50","88.95","9","TG(12:0/14:0/16:0)","C45H86O6","Triacylglycerols","42:0","12:0/14:0/16:0","722.6424","1.8","[M+NH4]+"
804.7062@16.25,"3","77.91","98.09","98.53","63.51","4","TG(14:0/15:1(9Z)/18:2(9Z,12Z))","C50H90O6","Triacylglycerols","47:3","14:0/15:1/18:2","786.6737","1.7","[M+NH4]+"
892.7375@16.26,"3","73.40","98.16","0.00","71.59","8","TG(16:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C57H94O6","Triacylglycerols","54:8","16:1/16:1/22:6","874.7050","1.6","[M+NH4]+"
873.6927@16.26,"3","72.95","97.60","0.00","63.90","7","TG(16:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H94O6","Triacylglycerols","52:6","16:1/18:2/18:3","850.7050","1.8","[M+Na]+"
,"3","71.59","85.69","0.00","60.31","4","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","C57H92O6","Triacylglycerols","54:9","18:2/18:3/18:4","872.6894","4.6","[M+H]+"
830.7219@16.26,"3","75.67","98.33","46.17","70.57","5","TG(15:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C52H92O6","Triacylglycerols","49:4","15:1/16:1/18:2","812.6894","1.6","[M+NH4]+"
830.7219@16.28,"3","78.32","98.30","98.59","71.18","5","TG(15:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C52H92O6","Triacylglycerols","49:4","15:1/16:1/18:2","812.6894","1.6","[M+NH4]+"
771.6458@16.36,"3","77.94","97.58","99.51","64.18","8","TG(12:0/14:0/18:1(9Z))","C47H88O6","Triacylglycerols","44:1","12:0/14:0/18:1","748.6581","2.0","[M+Na]+"
,"3","76.53","85.06","99.86","60.67","5","TG(12:0/14:0/20:4(5Z,8Z,11Z,14Z))","C49H86O6","Triacylglycerols","46:4","12:0/14:0/20:4","770.6424","5.1","[M+H]+"
766.6905@16.36,"3","78.62","97.78","99.90","76.95","11","TG(12:0/16:0/16:1(9Z))","C47H88O6","Triacylglycerols","44:1","12:0/16:0/16:1","748.6581","1.9","[M+NH4]+"
816.7059@16.36,"3","78.31","97.21","98.87","72.92","11","TG(14:0/14:0/20:4(5Z,8Z,11Z,14Z))","C51H90O6","Triacylglycerols","48:4","14:0/14:0/20:4","798.6737","2.1","[M+NH4]+"
892.7373@16.37,"3","78.16","97.66","98.90","68.91","7","TG(14:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C57H94O6","Triacylglycerols","54:8","14:0/18:2/22:6","874.7050","1.8","[M+NH4]+"
892.7373@16.38,"3","77.82","97.68","92.84","68.29","6","TG(14:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C57H94O6","Triacylglycerols","54:8","14:0/18:2/22:6","874.7050","1.8","[M+NH4]+"
804.7060@16.46,"3","77.77","97.48","94.06","66.36","5","TG(14:0/15:0/18:3(6Z,9Z,12Z))","C50H90O6","Triacylglycerols","47:3","14:0/15:0/18:3","786.6737","2.0","[M+NH4]+"
842.7216@16.47,"4","98.68","97.34","95.66","83.24","12","TG(14:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C53H92O6","Triacylglycerols","50:5","14:0/16:1/20:4","824.6894","2.0","[M+NH4]+"
804.7060@16.50,"3","77.17","97.40","82.65","66.00","5","TG(14:0/15:0/18:3(6Z,9Z,12Z))","C50H90O6","Triacylglycerols","47:3","14:0/15:0/18:3","786.6737","2.0","[M+NH4]+"
792.7061@16.53,"3","78.89","97.62","99.26","83.26","14","TG(12:0/16:1(9Z)/18:1(9Z))","C49H90O6","Triacylglycerols","46:2","12:0/16:1/18:1","774.6737","1.9","[M+NH4]+"
842.7215@16.54,"4","98.86","97.04","99.13","83.93","12","TG(14:1(9Z)/16:0/20:4(5Z,8Z,11Z,14Z))","C53H92O6","Triacylglycerols","50:5","14:1/16:0/20:4","824.6894","2.1","[M+NH4]+"
797.6614@16.54,"3","77.98","97.42","99.94","64.90","7","TG(12:0/16:1(9Z)/18:1(9Z))","C49H90O6","Triacylglycerols","46:2","12:0/16:1/18:1","774.6737","2.0","[M+Na]+"
,"3","76.45","84.85","98.28","60.95","4","TG(12:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C51H88O6","Triacylglycerols","48:5","12:0/16:1/20:4","796.6581","5.0","[M+H]+"
918.7528@16.55,"3","77.91","97.08","98.32","65.65","5","TG(16:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H96O6","Triacylglycerols","56:9","16:1/18:2/22:6","900.7207","1.9","[M+NH4]+"
918.7528@16.58,"3","72.91","97.08","0.00","64.09","4","TG(16:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H96O6","Triacylglycerols","56:9","16:1/18:2/22:6","900.7207","1.9","[M+NH4]+"
792.7061@16.60,"3","78.77","97.79","97.36","82.55","14","TG(12:0/16:1(9Z)/18:1(9Z))","C49H90O6","Triacylglycerols","46:2","12:0/16:1/18:1","774.6737","1.9","[M+NH4]+"
797.6614@16.60,"3","77.89","97.47","99.89","63.00","7","TG(12:0/16:1(9Z)/18:1(9Z))","C49H90O6","Triacylglycerols","46:2","12:0/16:1/18:1","774.6737","2.0","[M+Na]+"
,"3","76.48","84.97","99.44","60.17","4","TG(14:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C51H88O6","Triacylglycerols","48:5","14:0/16:1/18:4","796.6581","5.0","[M+H]+"
830.7216@16.63,"3","78.15","97.42","95.53","72.60","6","TG(15:0/16:1(9Z)/18:3(6Z,9Z,12Z))","C52H92O6","Triacylglycerols","49:4","15:0/16:1/18:3","812.6894","1.9","[M+NH4]+"
899.7082@16.65,"3","77.69","97.26","99.65","59.54","5","TG(16:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H96O6","Triacylglycerols","54:7","16:0/18:2/20:5","876.7207","1.9","[M+Na]+"
,"3","76.56","85.11","99.75","61.26","4","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H94O6","Triacylglycerols","56:10","18:2/18:3/20:5","898.7050","4.6","[M+H]+"
740.6746@16.65,"3","76.55","97.11","67.16","69.56","4","TG(12:0/14:0/16:0)","C45H86O6","Triacylglycerols","42:0","12:0/14:0/16:0","722.6424","2.2","[M+NH4]+"
894.7524@16.65,"4","98.86","95.71","98.93","86.91","14","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C57H96O6","Triacylglycerols","54:7","18:2/18:2/18:3","876.7207","2.4","[M+NH4]+"
856.7376@16.75,"3","78.25","98.27","99.12","69.29","6","TG(16:1(9Z)/17:1(9Z)/18:3(6Z,9Z,12Z))","C54H94O6","Triacylglycerols","51:5","16:1/17:1/18:3","838.7050","1.6","[M+NH4]+"
868.7372@16.76,"3","78.29","97.09","99.78","71.80","13","TG(16:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H94O6","Triacylglycerols","52:6","16:1/18:2/18:3","850.7050","2.0","[M+NH4]+"
823.6769@16.77,"3","78.03","97.17","99.97","66.36","8","TG(14:1(9Z)/16:1(9Z)/18:1(9Z))","C51H92O6","Triacylglycerols","48:3","14:1/16:1/18:1","800.6894","2.1","[M+Na]+"
,"3","76.52","84.48","98.94","62.51","6","TG(16:1(9Z)/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C53H90O6","Triacylglycerols","50:6","16:1/16:1/18:4","822.6737","5.0","[M+H]+"
818.7216@16.81,"3","79.06","97.48","99.49","86.68","14","TG(14:1(9Z)/16:1(9Z)/18:1(9Z))","C51H92O6","Triacylglycerols","48:3","14:1/16:1/18:1","800.6894","1.9","[M+NH4]+"
792.7061@16.83,"3","78.72","97.84","99.45","79.30","12","TG(12:0/16:0/18:2(9Z,12Z))","C49H90O6","Triacylglycerols","46:2","12:0/16:0/18:2","774.6737","1.8","[M+NH4]+"
797.6614@16.83,"3","77.90","97.62","99.27","63.55","7","TG(12:0/16:0/18:2(9Z,12Z))","C49H90O6","Triacylglycerols","46:2","12:0/16:0/18:2","774.6737","1.9","[M+Na]+"
,"3","76.55","85.31","99.94","60.36","4","TG(12:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C51H88O6","Triacylglycerols","48:5","12:0/16:0/20:5","796.6581","4.9","[M+H]+"
856.7375@16.85,"3","77.92","98.01","93.09","69.28","5","TG(16:1(9Z)/17:1(9Z)/18:3(6Z,9Z,12Z))","C54H94O6","Triacylglycerols","51:5","16:1/17:1/18:3","838.7050","1.7","[M+NH4]+"
899.7081@16.85,"3","72.50","96.96","0.00","56.05","4","TG(16:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C57H96O6","Triacylglycerols","54:7","16:0/18:3/20:4","876.7207","2.0","[M+Na]+"
,"3","71.31","84.49","0.00","57.28","3","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H94O6","Triacylglycerols","56:10","18:2/18:3/20:5","898.7050","4.7","[M+H]+"
754.6904@16.86,"3","78.40","97.63","97.66","75.01","6","TG(12:0/15:0/16:0)","C46H88O6","Triacylglycerols","43:0","12:0/15:0/16:0","736.6581","2.0","[M+NH4]+"
894.7527@16.86,"4","97.92","96.84","80.37","84.44","14","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C57H96O6","Triacylglycerols","54:7","18:2/18:2/18:3","876.7207","2.0","[M+NH4]+"
856.7373@16.87,"3","73.13","97.67","0.00","67.18","4","TG(16:1(9Z)/17:1(9Z)/18:3(6Z,9Z,12Z))","C54H94O6","Triacylglycerols","51:5","16:1/17:1/18:3","838.7050","1.8","[M+NH4]+"
918.7528@16.87,"3","72.54","97.27","0.00","56.26","2","TG(12:0/22:3(10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H96O6","Triacylglycerols","56:9","12:0/22:3/22:6","900.7207","1.9","[M+NH4]+"
868.7371@16.88,"3","78.23","96.87","99.70","71.20","12","TG(14:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C55H94O6","Triacylglycerols","52:6","14:0/18:2/20:4","850.7050","2.1","[M+NH4]+"
766.6904@16.88,"3","78.32","97.60","99.25","71.93","7","TG(12:0/16:0/16:1(9Z))","C47H88O6","Triacylglycerols","44:1","12:0/16:0/16:1","748.6581","2.0","[M+NH4]+"
754.6904@16.89,"3","73.51","97.60","0.00","75.03","6","TG(12:0/15:0/16:0)","C46H88O6","Triacylglycerols","43:0","12:0/15:0/16:0","736.6581","2.0","[M+NH4]+"
823.6770@16.95,"3","77.87","97.38","99.82","62.83","7","TG(12:0/18:1(9Z)/18:2(9Z,12Z))","C51H92O6","Triacylglycerols","48:3","12:0/18:1/18:2","800.6894","2.0","[M+Na]+"
,"3","76.46","84.94","99.56","59.68","4","TG(12:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C53H90O6","Triacylglycerols","50:6","12:0/18:1/20:5","822.6737","4.9","[M+H]+"
818.7217@16.95,"3","78.75","97.58","99.41","80.36","14","TG(12:0/18:1(9Z)/18:2(9Z,12Z))","C51H92O6","Triacylglycerols","48:3","12:0/18:1/18:2","800.6894","1.9","[M+NH4]+"
801.6950@16.95,"3","77.95","97.37","96.94","67.31","6","TG(12:0/18:1(9Z)/18:2(9Z,12Z))","C51H92O6","Triacylglycerols","48:3","12:0/18:1/18:2","800.6894","2.0","[M+H]+"
780.7062@16.98,"3","78.27","97.94","98.09","71.46","6","TG(12:0/15:0/18:1(9Z))","C48H90O6","Triacylglycerols","45:1","12:0/15:0/18:1","762.6737","1.8","[M+NH4]+"
944.7683@16.99,"3","75.67","96.67","52.12","67.85","4","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H98O6","Triacylglycerols","58:10","18:2/18:2/22:6","926.7363","2.0","[M+NH4]+"
823.6770@17.01,"3","77.88","97.59","99.97","62.41","7","TG(14:1(9Z)/16:0/18:2(9Z,12Z))","C51H92O6","Triacylglycerols","48:3","14:1/16:0/18:2","800.6894","1.9","[M+Na]+"
,"3","76.45","85.39","98.79","59.48","4","TG(14:1(9Z)/16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C53H90O6","Triacylglycerols","50:6","14:1/16:0/20:5","822.6737","4.8","[M+H]+"
818.7218@17.03,"3","78.69","97.88","99.08","78.90","13","TG(14:1(9Z)/16:0/18:2(9Z,12Z))","C51H92O6","Triacylglycerols","48:3","14:1/16:0/18:2","800.6894","1.8","[M+NH4]+"
894.7528@17.07,"3","78.18","97.06","95.18","74.25","13","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C57H96O6","Triacylglycerols","54:7","16:1/18:2/20:4","876.7207","2.0","[M+NH4]+"
856.7374@17.08,"3","78.47","97.87","98.74","75.01","8","TG(15:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C54H94O6","Triacylglycerols","51:5","15:0/18:2/18:3","838.7050","1.7","[M+NH4]+"
918.7527@17.19,"3","77.93","97.00","96.64","67.88","4","TG(16:0/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C59H96O6","Triacylglycerols","56:9","16:0/18:3/22:6","900.7207","2.0","[M+NH4]+"
944.7684@17.20,"3","76.51","97.11","72.21","63.68","3","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H98O6","Triacylglycerols","58:10","18:1/18:3/22:6","926.7363","1.9","[M+NH4]+"
849.6926@17.21,"3","77.89","97.40","99.88","63.06","7","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C53H94O6","Triacylglycerols","50:4","16:1/16:1/18:2","826.7050","1.9","[M+Na]+"
,"3","76.55","85.13","99.47","61.33","4","TG(16:1(9Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","C55H92O6","Triacylglycerols","52:7","16:1/18:2/18:4","848.6894","4.8","[M+H]+"
844.7374@17.21,"3","78.81","97.78","99.23","81.43","14","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C53H94O6","Triacylglycerols","50:4","16:1/16:1/18:2","826.7050","1.8","[M+NH4]+"
882.7529@17.24,"3","78.12","97.44","96.62","70.83","6","TG(17:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C56H96O6","Triacylglycerols","53:6","17:1/18:2/18:3","864.7207","1.9","[M+NH4]+"
868.7373@17.25,"3","78.27","97.44","96.55","74.04","12","TG(16:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H94O6","Triacylglycerols","52:6","16:0/16:1/20:5","850.7050","1.9","[M+NH4]+"
754.6905@17.29,"3","78.38","97.83","96.62","75.31","7","TG(12:0/15:0/16:0)","C46H88O6","Triacylglycerols","43:0","12:0/15:0/16:0","736.6581","1.9","[M+NH4]+"
806.7219@17.34,"3","78.05","98.25","94.67","69.87","6","TG(15:0/16:1(9Z)/16:1(9Z))","C50H92O6","Triacylglycerols","47:2","15:0/16:1/16:1","788.6894","1.6","[M+NH4]+"
944.7685@17.35,"3","75.17","97.47","51.05","57.34","2","TG(18:1(9Z)/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H98O6","Triacylglycerols","58:10","18:1/18:3/22:6","926.7363","1.8","[M+NH4]+"
849.6928@17.40,"3","77.92","97.78","99.33","63.43","7","TG(14:0/18:2(9Z,12Z)/18:2(9Z,12Z))","C53H94O6","Triacylglycerols","50:4","14:0/18:2/18:2","826.7050","1.8","[M+Na]+"
,"3","76.72","85.97","99.93","62.53","4","TG(14:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H92O6","Triacylglycerols","52:7","14:0/18:2/20:5","848.6894","4.6","[M+H]+"
844.7375@17.40,"3","78.84","98.01","99.18","81.56","13","TG(14:0/18:2(9Z,12Z)/18:2(9Z,12Z))","C53H94O6","Triacylglycerols","50:4","14:0/18:2/18:2","826.7050","1.7","[M+NH4]+"
780.7062@17.41,"3","78.28","98.11","97.91","71.38","9","TG(12:0/15:0/18:1(9Z))","C48H90O6","Triacylglycerols","45:1","12:0/15:0/18:1","762.6737","1.7","[M+NH4]+"
856.7377@17.52,"3","78.18","98.60","97.63","68.72","7","TG(15:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C54H94O6","Triacylglycerols","51:5","15:0/16:1/20:4","838.7050","1.4","[M+NH4]+"
856.7377@17.52,"3","77.61","98.69","87.60","67.17","7","TG(15:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C54H94O6","Triacylglycerols","51:5","15:0/16:1/20:4","838.7050","1.4","[M+NH4]+"
920.7686@17.52,"4","98.90","97.72","98.65","84.00","13","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H98O6","Triacylglycerols","56:8","18:2/18:2/20:4","902.7363","1.7","[M+NH4]+"
823.6771@17.54,"3","77.92","97.86","99.86","62.76","7","TG(14:0/16:0/18:3(6Z,9Z,12Z))","C51H92O6","Triacylglycerols","48:3","14:0/16:0/18:3","800.6894","1.8","[M+Na]+"
,"3","76.54","86.01","99.49","59.25","4","TG(14:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C53H90O6","Triacylglycerols","50:6","14:0/18:3/18:3","822.6737","4.7","[M+H]+"
818.7218@17.55,"4","99.10","98.00","99.14","86.81","11","TG(14:0/16:0/18:3(6Z,9Z,12Z))","C51H92O6","Triacylglycerols","48:3","14:0/16:0/18:3","800.6894","1.7","[M+NH4]+"
806.7218@17.57,"3","78.49","98.03","99.96","73.80","11","TG(13:0/16:1(9Z)/18:1(9Z))","C50H92O6","Triacylglycerols","47:2","13:0/16:1/18:1","788.6894","1.7","[M+NH4]+"
811.6771@17.58,"3","76.11","85.79","92.02","58.61","4","TG(15:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C52H90O6","Triacylglycerols","49:5","15:0/16:1/18:4","810.6737","4.8","[M+H]+"
875.7083@17.58,"3","77.97","97.48","99.61","64.79","7","TG(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C55H96O6","Triacylglycerols","52:5","16:1/18:2/18:2","852.7207","1.9","[M+Na]+"
,"3","76.71","85.44","99.79","63.54","4","TG(16:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H94O6","Triacylglycerols","54:8","16:1/18:2/20:5","874.7050","4.6","[M+H]+"
870.7530@17.58,"3","79.00","97.64","99.73","84.95","14","TG(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C55H96O6","Triacylglycerols","52:5","16:1/18:2/18:2","852.7207","1.8","[M+NH4]+"
806.7218@17.59,"3","78.35","97.84","97.48","73.78","12","TG(14:0/16:1(9Z)/17:1(9Z))","C50H92O6","Triacylglycerols","47:2","14:0/16:1/17:1","788.6894","1.8","[M+NH4]+"
849.6928@17.68,"3","77.77","97.85","99.96","59.72","6","TG(16:0/16:1(9Z)/18:3(6Z,9Z,12Z))","C53H94O6","Triacylglycerols","50:4","16:0/16:1/18:3","826.7050","1.7","[M+Na]+"
,"3","76.50","86.14","99.17","58.60","4","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C55H92O6","Triacylglycerols","52:7","16:1/18:3/18:3","848.6894","4.6","[M+H]+"
844.7375@17.69,"4","99.03","97.97","99.10","85.50","13","TG(16:0/16:1(9Z)/18:3(6Z,9Z,12Z))","C53H94O6","Triacylglycerols","50:4","16:0/16:1/18:3","826.7050","1.7","[M+NH4]+"
894.7528@17.70,"4","98.81","97.09","98.46","83.47","12","TG(16:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H96O6","Triacylglycerols","54:7","16:0/18:2/20:5","876.7207","2.0","[M+NH4]+"
946.7843@17.76,"3","78.26","97.69","99.13","70.70","7","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C61H100O6","Triacylglycerols","58:9","18:2/18:2/22:5","928.7520","1.7","[M+NH4]+"
832.7375@17.78,"3","77.95","98.02","86.00","76.90","13","TG(15:1(9Z)/16:1(9Z)/18:1(9Z))","C52H94O6","Triacylglycerols","49:3","15:1/16:1/18:1","814.7050","1.7","[M+NH4]+"
875.7084@17.79,"3","77.68","97.73","99.49","58.63","6","TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H96O6","Triacylglycerols","52:5","16:0/18:2/18:3","852.7207","1.8","[M+Na]+"
,"3","76.54","85.99","99.86","59.03","4","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C57H94O6","Triacylglycerols","54:8","16:1/18:3/20:4","874.7050","4.5","[M+H]+"
870.7531@17.79,"3","78.67","97.93","97.75","79.73","14","TG(16:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H96O6","Triacylglycerols","52:5","16:1/18:1/18:3","852.7207","1.7","[M+NH4]+"
920.7686@17.81,"3","78.38","97.60","99.07","73.33","13","TG(18:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H98O6","Triacylglycerols","56:8","18:1/18:2/20:5","902.7363","1.7","[M+NH4]+"
832.7375@17.81,"3","73.65","98.09","0.00","76.80","13","TG(15:1(9Z)/16:1(9Z)/18:1(9Z))","C52H94O6","Triacylglycerols","49:3","15:1/16:1/18:1","814.7050","1.7","[M+NH4]+"
