Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
734.6301@20.73,"3","78.02","99.43","99.56","62.02","6","TG(12:0/12:0/18:3(6Z,9Z,12Z))","C45H80O6","Triacylglycerols","42:3","12:0/12:0/18:3","716.5955","1.0","[M+NH4]+"
786.6608@20.96,"3","72.82","99.96","0.00","56.56","2","TG(14:1(9Z)/14:1(9Z)/18:3(6Z,9Z,12Z))","C49H84O6","Triacylglycerols","46:5","14:1/14:1/18:3","768.6268","0.3","[M+NH4]+"
654.6055@20.99,"3","77.89","94.06","97.02","72.57","4","DG(18:1(9Z)/19:0/0:0)","C40H76O5","Diacylglycerols","37:1","18:1/19:0","636.5693","3.5","[M+NH4]+"
827.7147@21.11,"3","72.46","94.44","0.00","60.22","2","TG(16:0/16:0/18:4(6Z,9Z,12Z,15Z))","C53H94O6","Triacylglycerols","50:4","16:0/16:0/18:4","826.7050","2.9","[M+H]+"
812.6772@21.17,"3","73.27","99.26","0.00","66.89","4","TG(12:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C51H86O6","Triacylglycerols","48:6","12:0/18:3/18:3","794.6424","1.1","[M+NH4]+"
853.7293@21.18,"3","72.79","98.29","0.00","59.29","2","TG(16:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C55H96O6","Triacylglycerols","52:5","16:0/16:0/20:5","852.7207","1.6","[M+H]+"
694.6356@21.26,"3","79.07","98.54","97.33","87.03","4","DG(18:1(9Z)/22:1(13Z)/0:0)","C43H80O5","Diacylglycerols","40:2","18:1/22:1","676.6006","1.7","[M+NH4]+"
684.6223@21.27,"4","92.97","44.07","85.35","85.94","7","TG(12:0/12:0/14:0)","C41H78O6","Triacylglycerols","38:0","12:0/12:0/14:0","666.5798","12.5","[M+NH4]+"
712.6470@21.27,"3","76.92","95.68","87.89","59.14","2","TG(12:0/12:0/16:0)","C43H82O6","Triacylglycerols","40:0","12:0/12:0/16:0","694.6111","2.8","[M+NH4]+"
689.5702@21.27,"4","93.82","98.65","0.00","79.01","9","TG(12:0/12:0/14:0)","C41H78O6","Triacylglycerols","38:0","12:0/12:0/14:0","666.5798","1.6","[M+Na]+"
684.6146@21.27,"4","98.88","99.04","94.05","85.51","7","TG(12:0/12:0/14:0)","C41H78O6","Triacylglycerols","38:0","12:0/12:0/14:0","666.5798","1.4","[M+NH4]+"
715.5857@21.29,"4","98.71","98.90","99.85","76.45","9","TG(12:0/12:0/16:1(9Z))","C43H80O6","Triacylglycerols","40:1","12:0/12:0/16:1","692.5955","1.4","[M+Na]+"
,"4","98.47","97.90","99.50","74.17","6","TG(12:0/12:0/18:4(6Z,9Z,12Z,15Z))","C45H78O6","Triacylglycerols","42:4","12:0/12:0/18:4","714.5798","2.0","[M+H]+"
710.6303@21.29,"4","99.13","99.02","99.79","84.74","7","TG(12:0/12:0/16:1(9Z))","C43H80O6","Triacylglycerols","40:1","12:0/12:0/16:1","692.5955","1.3","[M+NH4]+"
855.7441@21.38,"3","78.02","99.72","99.17","61.76","4","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","0.6","[M+H]+"
881.7608@21.38,"3","77.36","97.66","95.60","56.17","2","TG(18:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1/18:1/18:3","880.7520","1.8","[M+H]+"
741.6013@21.40,"3","72.46","97.58","0.00","54.12","3","TG(12:0/12:0/20:5(5Z,8Z,11Z,14Z,17Z))","C47H80O6","Triacylglycerols","44:5","12:0/12:0/20:5","740.5955","2.0","[M+H]+"
736.6458@21.41,"3","78.44","99.23","99.07","71.34","10","TG(12:0/14:1(9Z)/16:1(9Z))","C45H82O6","Triacylglycerols","42:2","12:0/14:1/16:1","718.6111","1.2","[M+NH4]+"
668.6198@21.41,"3","79.25","98.92","98.40","88.70","5","DG(18:1(9Z)/20:0/0:0)","C41H78O5","Diacylglycerols","38:1","18:1/20:0","650.5849","1.5","[M+NH4]+"
812.6768@21.44,"3","72.75","99.71","0.00","55.64","1","TG(12:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C51H86O6","Triacylglycerols","48:6","12:0/16:1/20:5","794.6424","0.7","[M+NH4]+"
647.5604@21.46,"3","77.58","99.73","99.52","52.66","1","DG(18:0/20:3(8Z,11Z,14Z)/0:0)","C41H74O5","Diacylglycerols","38:3","18:0/20:3","646.5536","0.7","[M+H]+"
642.6042@21.47,"3","79.34","98.75","99.99","89.40","5","DG(18:0/18:0/0:0)","C39H76O5","Diacylglycerols","36:0","18:0/18:0","624.5693","1.6","[M+NH4]+"
762.6614@21.49,"3","73.84","99.36","0.00","78.12","11","TG(12:0/14:1(9Z)/18:2(9Z,12Z))","C47H84O6","Triacylglycerols","44:3","12:0/14:1/18:2","744.6268","1.0","[M+NH4]+"
710.6302@21.54,"3","78.12","99.25","99.65","64.32","6","TG(12:0/14:0/14:1(9Z))","C43H80O6","Triacylglycerols","40:1","12:0/14:0/14:1","692.5955","1.2","[M+NH4]+"
698.6381@21.58,"3","71.71","43.27","82.88","64.72","3","TG(12:0/12:0/15:0)","C42H80O6","Triacylglycerols","39:0","12:0/12:0/15:0","680.5955","12.5","[M+NH4]+"
788.6760@21.66,"3","78.40","99.93","98.57","69.51","8","TG(12:0/16:1(9Z)/18:3(6Z,9Z,12Z))","C49H86O6","Triacylglycerols","46:4","12:0/16:1/18:3","770.6424","0.3","[M+NH4]+"
793.6324@21.66,"3","77.51","99.50","97.36","53.76","2","TG(14:1(9Z)/14:1(9Z)/18:2(9Z,12Z))","C49H86O6","Triacylglycerols","46:4","14:1/14:1/18:2","770.6424","0.9","[M+Na]+"
,"3","77.27","97.05","98.67","52.59","1","TG(14:1(9Z)/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C51H84O6","Triacylglycerols","48:7","14:1/14:1/20:5","792.6268","2.2","[M+H]+"
881.7600@21.68,"3","77.36","99.42","89.27","59.00","2","TG(18:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1/18:1/18:3","880.7520","0.9","[M+H]+"
762.6607@21.68,"3","76.08","99.99","49.04","72.60","7","TG(12:0/14:1(9Z)/18:2(9Z,12Z))","C47H84O6","Triacylglycerols","44:3","12:0/14:1/18:2","744.6268","0.1","[M+NH4]+"
855.7445@21.72,"4","99.12","99.15","99.84","84.27","8","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","1.1","[M+H]+"
838.6916@21.73,"3","78.16","99.85","99.60","63.83","3","TG(12:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C53H88O6","Triacylglycerols","50:7","12:0/16:1/22:6","820.6581","0.5","[M+NH4]+"
819.6477@21.75,"3","77.38","99.87","95.53","52.36","1","TG(12:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))","C51H88O6","Triacylglycerols","48:5","12:0/16:0/20:5","796.6581","0.4","[M+Na]+"
,"3","77.10","95.86","97.72","52.50","1","TG(12:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C53H86O6","Triacylglycerols","50:8","12:0/18:3/20:5","818.6424","2.5","[M+H]+"
724.6454@21.76,"3","78.21","99.80","99.90","64.76","5","TG(12:0/14:1(9Z)/15:0)","C44H82O6","Triacylglycerols","41:1","12:0/14:1/15:0","706.6111","0.6","[M+NH4]+"
814.6917@21.77,"4","98.46","99.92","83.17","86.22","11","TG(12:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C51H88O6","Triacylglycerols","48:5","12:0/18:2/18:3","796.6581","0.3","[M+NH4]+"
881.7596@21.83,"4","93.69","99.90","0.00","74.04","3","TG(18:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))","C57H100O6","Triacylglycerols","54:5","18:1/18:1/18:3","880.7520","0.4","[M+H]+"
855.7441@21.85,"4","98.93","99.76","94.87","84.21","7","TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C55H98O6","Triacylglycerols","52:4","16:0/18:1/18:3","854.7363","0.6","[M+H]+"
,"4","97.91","92.04","94.01","80.15","8","TG(16:0/16:0/18:1(11E))","C53H100O6","Triacylglycerols","50:1","16:0/16:0/18:1","832.7520","3.4","[M+Na]+"
840.7079@21.85,"3","78.83","99.88","98.46","78.38","5","TG(14:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C53H90O6","Triacylglycerols","50:6","14:1/18:2/18:3","822.6737","0.4","[M+NH4]+"
750.6610@21.86,"3","77.85","99.85","95.46","61.94","4","TG(14:1(9Z)/14:1(9Z)/15:0)","C46H84O6","Triacylglycerols","43:2","14:1/14:1/15:0","732.6268","0.5","[M+NH4]+"
750.6614@21.87,"3","76.51","99.46","74.43","56.87","2","TG(14:1(9Z)/14:1(9Z)/15:0)","C46H84O6","Triacylglycerols","43:2","14:1/14:1/15:0","732.6268","1.0","[M+NH4]+"
776.6745@21.89,"3","77.85","96.84","99.95","63.39","3","TG(14:1(9Z)/15:1(9Z)/16:1(9Z))","C48H86O6","Triacylglycerols","45:3","14:1/15:1/16:1","758.6424","2.3","[M+NH4]+"
788.6763@21.95,"3","78.29","100.00","98.49","67.28","4","TG(12:0/14:0/20:4(5Z,8Z,11Z,14Z))","C49H86O6","Triacylglycerols","46:4","12:0/14:0/20:4","770.6424","0.1","[M+NH4]+"
776.6770@22.00,"3","78.08","99.54","96.92","65.68","3","TG(12:0/15:0/18:3(6Z,9Z,12Z))","C48H86O6","Triacylglycerols","45:3","12:0/15:0/18:3","758.6424","0.9","[M+NH4]+"
857.7600@22.01,"4","98.75","99.46","97.00","78.98","5","TG(16:0/18:1(9Z)/18:2(9Z,12Z))","C55H100O6","Triacylglycerols","52:3","16:0/18:1/18:2","856.7520","0.9","[M+H]+"
883.7757@22.01,"4","98.66","99.37","99.61","74.84","5","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C57H102O6","Triacylglycerols","54:4","18:1/18:1/18:2","882.7676","0.9","[M+H]+"
814.6922@22.02,"3","78.06","99.95","93.02","68.22","6","TG(14:0/14:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C51H88O6","Triacylglycerols","48:5","14:0/14:1/20:4","796.6581","0.3","[M+NH4]+"
802.6909@22.06,"3","77.65","98.88","99.17","56.05","1","TG(12:0/17:2(9Z,12Z)/18:2(9Z,12Z))","C50H88O6","Triacylglycerols","47:4","12:0/17:2/18:2","784.6581","1.3","[M+NH4]+"
840.7085@22.10,"3","78.34","99.27","99.29","68.88","9","TG(12:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C53H90O6","Triacylglycerols","50:6","12:0/18:2/20:4","822.6737","1.0","[M+NH4]+"
743.6166@22.12,"4","98.77","99.62","99.36","76.80","9","TG(12:0/12:0/18:1(9Z))","C45H84O6","Triacylglycerols","42:1","12:0/12:0/18:1","720.6268","0.8","[M+Na]+"
,"4","98.37","96.58","99.75","74.50","6","TG(12:0/12:0/20:4(5Z,8Z,11Z,14Z))","C47H82O6","Triacylglycerols","44:4","12:0/12:0/20:4","742.6111","2.4","[M+H]+"
738.6612@22.13,"3","78.59","99.68","98.78","73.74","8","TG(12:0/14:1(9Z)/16:0)","C45H84O6","Triacylglycerols","42:1","12:0/14:1/16:0","720.6268","0.7","[M+NH4]+"
883.7758@22.13,"3","72.94","99.24","0.00","60.31","3","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))","C57H102O6","Triacylglycerols","54:4","18:1/18:1/18:2","882.7676","1.0","[M+H]+"
717.6007@22.14,"3","78.11","99.86","96.59","65.93","10","TG(12:0/14:0/14:0)","C43H82O6","Triacylglycerols","40:0","12:0/14:0/14:0","694.6111","0.5","[M+Na]+"
,"3","77.46","95.55","98.59","59.42","6","TG(12:0/12:0/18:3(6Z,9Z,12Z))","C45H80O6","Triacylglycerols","42:3","12:0/12:0/18:3","716.5955","2.9","[M+H]+"
712.6454@22.15,"4","99.16","99.77","97.78","85.80","9","TG(12:0/12:0/16:0)","C43H82O6","Triacylglycerols","40:0","12:0/12:0/16:0","694.6111","0.6","[M+NH4]+"
857.7603@22.18,"4","93.77","98.89","0.00","77.67","5","TG(16:0/16:0/20:3(8Z,11Z,14Z))","C55H100O6","Triacylglycerols","52:3","16:0/16:0/20:3","856.7520","1.2","[M+H]+"
840.7080@22.19,"3","78.37","99.85","98.48","69.14","4","TG(12:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C53H90O6","Triacylglycerols","50:6","12:0/18:2/20:4","822.6737","0.5","[M+NH4]+"
769.6323@22.21,"3","77.54","96.65","99.46","58.11","4","TG(12:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C49H84O6","Triacylglycerols","46:5","12:0/16:1/18:4","768.6268","2.4","[M+H]+"
792.7055@22.21,"3","72.63","95.75","0.00","61.15","2","TG(14:1(9Z)/16:0/16:1(9Z))","C49H90O6","Triacylglycerols","46:2","14:1/16:0/16:1","774.6737","2.6","[M+NH4]+"
795.6477@22.22,"3","78.06","99.83","99.38","62.13","7","TG(12:0/16:1(9Z)/18:2(9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:1/18:2","772.6581","0.5","[M+Na]+"
,"3","77.55","95.99","99.90","59.21","4","TG(12:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C51H86O6","Triacylglycerols","48:6","12:0/16:1/20:5","794.6424","2.5","[M+H]+"
764.6769@22.23,"3","78.77","99.62","97.51","78.64","12","TG(12:0/14:0/18:2(9Z,12Z))","C47H86O6","Triacylglycerols","44:2","12:0/14:0/18:2","746.6424","0.8","[M+NH4]+"
790.6924@22.23,"3","78.78","99.77","97.46","78.56","13","TG(12:0/16:1(9Z)/18:2(9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:1/18:2","772.6581","0.6","[M+NH4]+"
790.6922@22.29,"3","78.53","99.93","97.51","73.30","12","TG(12:0/16:0/18:3(6Z,9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:0/18:3","772.6581","0.3","[M+NH4]+"
866.7240@22.31,"3","78.30","99.50","99.59","67.34","9","TG(14:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H92O6","Triacylglycerols","52:7","14:0/18:2/20:5","848.6894","0.8","[M+NH4]+"
795.6480@22.32,"3","77.42","99.57","90.96","58.33","6","TG(12:0/16:0/18:3(6Z,9Z,12Z))","C49H88O6","Triacylglycerols","46:3","12:0/16:0/18:3","772.6581","0.8","[M+Na]+"
,"3","77.29","96.88","95.00","57.02","4","TG(12:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C51H86O6","Triacylglycerols","48:6","12:0/18:3/18:3","794.6424","2.2","[M+H]+"
871.6795@22.33,"3","77.15","97.86","94.07","53.10","1","TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H90O6","Triacylglycerols","54:10","16:1/18:4/20:5","870.6737","1.7","[M+H]+"
892.7398@22.33,"3","77.75","99.20","84.90","71.80","12","TG(16:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H94O6","Triacylglycerols","54:8","16:1/18:2/20:5","874.7050","1.0","[M+NH4]+"
816.7075@22.37,"3","78.83","99.99","99.70","76.84","14","TG(14:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C51H90O6","Triacylglycerols","48:4","14:1/16:1/18:2","798.6737","0.1","[M+NH4]+"
821.6635@22.37,"3","77.82","99.69","99.99","57.00","6","TG(14:1(9Z)/16:0/18:3(6Z,9Z,12Z))","C51H90O6","Triacylglycerols","48:4","14:1/16:0/18:3","798.6737","0.7","[M+Na]+"
,"3","77.46","96.62","98.58","57.41","4","TG(12:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C53H88O6","Triacylglycerols","50:7","12:0/18:2/20:5","820.6581","2.3","[M+H]+"
923.7108@22.47,"3","75.45","97.82","57.64","55.74","3","TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C61H94O6","Triacylglycerols","58:12","18:2/20:5/20:5","922.7050","1.7","[M+H]+"
,"3","75.11","99.29","48.60","55.04","5","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H96O6","Triacylglycerols","56:9","18:2/18:2/20:5","900.7207","0.9","[M+Na]+"
726.6616@22.47,"3","76.90","99.10","68.33","71.52","5","TG(12:0/14:0/15:0)","C44H84O6","Triacylglycerols","41:0","12:0/14:0/15:0","708.6268","1.3","[M+NH4]+"
866.7240@22.48,"3","78.48","99.50","98.56","72.10","5","TG(12:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C55H92O6","Triacylglycerols","52:7","12:0/18:1/22:6","848.6894","0.8","[M+NH4]+"
842.7224@22.48,"3","78.66","99.24","95.70","79.10","13","TG(14:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C53H92O6","Triacylglycerols","50:5","14:0/18:2/18:3","824.6894","1.0","[M+NH4]+"
847.6782@22.49,"3","77.67","99.84","97.72","56.09","5","TG(16:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C53H92O6","Triacylglycerols","50:5","16:0/16:1/18:4","824.6894","0.5","[M+Na]+"
,"3","77.04","92.47","98.41","57.53","4","TG(14:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H90O6","Triacylglycerols","52:8","14:1/18:2/20:5","846.6737","3.3","[M+H]+"
918.7554@22.49,"3","77.42","99.31","79.84","69.90","11","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C59H96O6","Triacylglycerols","56:9","18:2/18:3/20:4","900.7207","0.9","[M+NH4]+"
752.6768@22.49,"3","78.36","99.69","97.69","70.15","7","TG(12:0/15:0/16:1(9Z))","C46H86O6","Triacylglycerols","43:1","12:0/15:0/16:1","734.6424","0.7","[M+NH4]+"
968.7738@22.50,"3","74.79","89.05","59.09","58.56","2","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C63H98O6","Triacylglycerols","60:12","18:2/20:4/22:6","950.7363","3.7","[M+NH4]+"
726.6609@22.50,"3","78.65","99.92","99.55","73.65","7","TG(12:0/14:0/15:0)","C44H84O6","Triacylglycerols","41:0","12:0/14:0/15:0","708.6268","0.4","[M+NH4]+"
873.6968@22.52,"3","72.99","99.98","0.00","59.94","4","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H92O6","Triacylglycerols","54:9","16:1/18:3/20:5","872.6894","0.2","[M+H]+"
,"3","72.34","93.82","0.00","59.12","5","TG(16:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H94O6","Triacylglycerols","52:6","16:0/16:1/20:5","850.7050","2.9","[M+Na]+"
873.6941@22.52,"3","77.91","99.98","99.20","59.12","5","TG(16:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C55H94O6","Triacylglycerols","52:6","16:0/16:1/20:5","850.7050","0.2","[M+Na]+"
,"3","77.35","93.89","99.22","59.94","4","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H92O6","Triacylglycerols","54:9","16:1/18:3/20:5","872.6894","2.9","[M+H]+"
783.6479@22.52,"3","77.28","96.71","99.77","52.46","1","TG(12:0/13:0/22:5(7Z,10Z,13Z,16Z,19Z))","C50H86O6","Triacylglycerols","47:5","12:0/13:0/22:5","782.6424","2.3","[M+H]+"
,"3","70.54","32.28","93.06","53.14","1","SM(d18:2/22:1)","C45H87N2O6P","Ceramide phosphocholines (sphingomyelins)","40:3","-","782.6302","13.4","[M+H]+"
868.7394@22.53,"3","79.04","99.77","98.98","82.31","14","TG(16:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H94O6","Triacylglycerols","52:6","16:1/18:2/18:3","850.7050","0.6","[M+NH4]+"
809.6639@22.54,"3","77.42","97.77","99.85","53.05","1","TG(13:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","C52H88O6","Triacylglycerols","49:6","13:0/18:2/18:4","808.6581","1.8","[M+H]+"
892.7396@22.55,"3","77.97","99.51","91.33","69.10","7","TG(14:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C57H94O6","Triacylglycerols","54:8","14:0/18:2/22:6","874.7050","0.8","[M+NH4]+"
778.6924@22.55,"3","78.09","99.81","91.54","70.56","8","TG(12:0/15:0/18:2(9Z,12Z))","C48H88O6","Triacylglycerols","45:2","12:0/15:0/18:2","760.6581","0.5","[M+NH4]+"
899.7092@22.59,"3","77.99","99.53","98.48","62.15","7","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C57H96O6","Triacylglycerols","54:7","18:2/18:2/18:3","876.7207","0.8","[M+Na]+"
,"3","77.14","91.22","99.74","60.61","4","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C59H94O6","Triacylglycerols","56:10","18:2/18:3/20:5","898.7050","3.5","[M+H]+"
804.7078@22.59,"3","78.49","99.94","96.90","73.03","7","TG(14:1(9Z)/16:1(9Z)/17:1(9Z))","C50H90O6","Triacylglycerols","47:3","14:1/16:1/17:1","786.6737","0.3","[M+NH4]+"
896.7699@22.59,"3","72.95","99.92","0.00","59.22","4","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z))","C57H98O6","Triacylglycerols","54:6","18:2/18:2/18:2","878.7363","0.3","[M+NH4]+"
830.7233@22.62,"3","78.18","100.00","89.87","73.77","7","TG(15:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C52H92O6","Triacylglycerols","49:4","15:1/16:1/18:2","812.6894","0.0","[M+NH4]+"
894.7547@22.63,"3","78.97","99.99","99.80","79.63","14","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C57H96O6","Triacylglycerols","54:7","18:2/18:2/18:3","876.7207","0.1","[M+NH4]+"
778.6922@22.65,"3","77.83","99.91","89.22","67.46","4","TG(12:0/15:0/18:2(9Z,12Z))","C48H88O6","Triacylglycerols","45:2","12:0/15:0/18:2","760.6581","0.4","[M+NH4]+"
740.6627@22.66,"3","65.11","13.94","0.00","74.31","4","TG(12:0/14:0/16:0)","C45H86O6","Triacylglycerols","42:0","12:0/14:0/16:0","722.6424","18.4","[M+NH4]+"
868.7392@22.68,"3","78.50","99.93","97.63","72.59","14","TG(16:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C55H94O6","Triacylglycerols","52:6","16:1/18:2/18:3","850.7050","0.3","[M+NH4]+"
944.7707@22.68,"3","78.47","99.72","97.44","72.61","7","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C61H98O6","Triacylglycerols","58:10","18:2/18:2/22:6","926.7363","0.6","[M+NH4]+"
842.7234@22.70,"4","99.09","99.98","98.17","83.72","12","TG(12:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C53H92O6","Triacylglycerols","50:5","12:0/18:1/20:4","824.6894","0.2","[M+NH4]+"
944.7705@22.71,"3","77.74","99.90","96.24","58.78","2","TG(18:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C61H98O6","Triacylglycerols","58:10","18:0/20:5/20:5","926.7363","0.4","[M+NH4]+"
804.7077@22.72,"3","78.23","99.99","98.31","66.32","4","TG(14:1(9Z)/15:0/18:2(9Z,12Z))","C50H90O6","Triacylglycerols","47:3","14:1/15:0/18:2","786.6737","0.1","[M+NH4]+"
847.6789@22.72,"3","77.80","99.89","99.24","56.97","4","TG(12:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","C53H92O6","Triacylglycerols","50:5","12:0/18:1/20:4","824.6894","0.4","[M+Na]+"
,"3","77.37","95.87","99.96","55.63","3","TG(12:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","C55H90O6","Triacylglycerols","52:8","12:0/20:4/20:4","846.6737","2.4","[M+H]+"
816.7073@22.72,"3","78.63","99.89","99.52","73.36","9","TG(12:0/16:0/20:4(5Z,8Z,11Z,14Z))","C51H90O6","Triacylglycerols","48:4","12:0/16:0/20:4","798.6737","0.4","[M+NH4]+"
821.6634@22.73,"3","77.66","99.80","99.31","54.33","3","TG(12:0/18:1(9Z)/18:3(6Z,9Z,12Z))","C51H90O6","Triacylglycerols","48:4","12:0/18:1/18:3","798.6737","0.5","[M+Na]+"
,"3","77.41","96.22","99.94","55.83","3","TG(12:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C53H88O6","Triacylglycerols","50:7","12:0/18:3/20:4","820.6581","2.4","[M+H]+"
830.7236@22.74,"3","78.48","99.87","99.13","70.82","7","TG(15:1(9Z)/16:1(9Z)/18:2(9Z,12Z))","C52H92O6","Triacylglycerols","49:4","15:1/16:1/18:2","812.6894","0.4","[M+NH4]+"
873.6946@22.74,"3","77.79","99.91","98.63","57.26","5","TG(16:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))","C55H94O6","Triacylglycerols","52:6","16:0/18:3/18:3","850.7050","0.3","[M+Na]+"
,"3","77.39","95.78","99.99","56.26","2","TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C57H92O6","Triacylglycerols","54:9","16:1/18:3/20:5","872.6894","2.4","[M+H]+"
899.7103@22.77,"3","77.63","99.85","98.00","54.93","3","TG(18:1(9Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))","C57H96O6","Triacylglycerols","54:7","18:1/18:2/18:4","876.7207","0.4","[M+Na]+"
,"3","77.44","96.23","99.73","56.64","3","TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))","C59H94O6","Triacylglycerols","56:10","18:2/18:4/20:4","898.7050","2.2","[M+H]+"
880.7380@22.78,"3","72.75","99.18","0.00","56.55","1","TG(13:0/20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C56H94O6","Triacylglycerols","53:7","13:0/20:2/20:5","862.7050","1.0","[M+NH4]+"
970.7861@22.79,"3","77.13","99.93","83.70","58.96","3","TG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","C63H100O6","Triacylglycerols","60:11","20:3/20:4/20:4","952.7520","0.3","[M+NH4]+"
894.7548@22.80,"3","78.40","99.93","92.32","75.79","13","TG(16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","C57H96O6","Triacylglycerols","54:7","16:1/18:2/20:4","876.7207","0.3","[M+NH4]+"
749.6643@22.81,"3","78.13","98.88","99.76","65.04","2","TG(12:0/16:0/16:1(9Z))","C47H88O6","Triacylglycerols","44:1","12:0/16:0/16:1","748.6581","1.4","[M+H]+"
