Compound,Confidence,Score,Mass Score,Iso. Pat.Score,Fragment Score,Num Frag Matches,Name,Formula,Lipid Class,Sum Composition,Chains,Mass,Mass delta ppm,Adduct
862.6326@15.62,"3","77.76","99.66","99.05","56.82","1","PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C50H88NO8P","Diacylglycerophosphocholines","42:6","-","861.6248","0.7","[M+H]+"
774.6010@15.64,"3","77.83","99.92","96.47","60.31","1","PC(13:0/22:1(11Z))","C43H84NO8P","Diacylglycerophosphocholines","35:1","-","773.5935","0.4","[M+H]+"
798.6448@15.66,"3","73.04","54.37","93.24","58.77","1","PC(O-18:0/20:3(8Z,11Z,14Z))","C46H88NO7P","1-alkyl,2-acylglycerophosphocholines","38:3","-","797.6298","9.7","[M+H]+"
,"3","73.04","54.37","93.24","58.77","1","PC(P-16:0/22:2(13Z,16Z))","C46H88NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","38:2","-","797.6298","9.7","[M+H]+"
824.6616@15.67,"3","72.07","46.08","88.30","60.85","1","PC(O-18:0/22:4(7Z,10Z,13Z,16Z))","C48H90NO7P","1-alkyl,2-acylglycerophosphocholines","40:4","-","823.6455","10.7","[M+H]+"
,"3","72.07","46.08","88.30","60.85","1","PC(P-18:1(11Z)/22:2(13Z,16Z))","C48H90NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","40:3","-","823.6455","10.7","[M+H]+"
748.5848@15.70,"3","78.03","99.90","99.92","60.80","1","PC(10:0/23:0)","C41H82NO8P","Diacylglycerophosphocholines","33:0","-","747.5778","0.4","[M+H]+"
718.5746@15.72,"3","78.23","99.99","99.37","65.23","1","PC(O-14:0/18:1(9Z))","C40H80NO7P","1-alkyl,2-acylglycerophosphocholines","32:1","-","717.5672","0.1","[M+H]+"
,"3","78.23","99.99","99.37","65.23","1","PC(P-16:0/16:0)","C40H80NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","32:0","-","717.5672","0.1","[M+H]+"
862.6329@15.73,"3","72.95","99.31","0.00","60.39","2","PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C50H88NO8P","Diacylglycerophosphocholines","42:6","-","861.6248","1.0","[M+H]+"
768.5540@15.78,"3","78.14","99.95","98.90","63.91","2","PE(20:4(5Z,8Z,11Z,14Z)/18:0)","C43H78NO8P","Diacylglycerophosphoethanolamines","38:4","20:4(5Z,8Z,11Z,14Z)/18:0","767.5465","0.3","[M+H]+"
,"3","77.03","93.06","95.56","58.96","1","PE(14:0/22:1(11Z))","C41H80NO8P","Diacylglycerophosphoethanolamines","36:1","-","745.5622","3.4","[M+Na]+"
,"3","77.03","93.06","95.56","58.96","1","PE-NMe2(16:0/18:1(9Z))","C41H80NO8P","Diacylglycerophosphoethanolamines","34:1","-","745.5622","3.4","[M+Na]+"
818.6055@15.88,"3","78.25","99.89","99.65","65.50","1","PC(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C48H84NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","40:6","-","817.5985","0.4","[M+H]+"
744.5903@15.92,"3","77.94","99.98","99.76","59.11","1","PC(O-16:0/18:2(9Z,12Z))","C42H82NO7P","1-alkyl,2-acylglycerophosphocholines","34:2","-","743.5829","0.2","[M+H]+"
,"3","77.94","99.98","99.76","59.11","1","PC(P-16:0/18:1(11Z))","C42H82NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","34:1","-","743.5829","0.2","[M+H]+"
774.6008@15.94,"3","77.95","99.99","99.81","59.28","1","PC(13:0/22:1(11Z))","C43H84NO8P","Diacylglycerophosphocholines","35:1","-","773.5935","0.1","[M+H]+"
812.6165@16.06,"3","77.83","99.99","99.89","56.75","1","PC(16:1(9Z)/22:2(13Z,16Z))","C46H86NO8P","Diacylglycerophosphocholines","38:3","-","811.6091","0.1","[M+H]+"
676.5254@16.08,"3","77.01","94.77","89.50","61.25","2","PE(P-16:0/16:0)","C37H74NO7P","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines","32:0","P-16:0/16:0","675.5203","3.2","[M+H]+"
770.6059@16.08,"3","78.02","100.00","99.73","60.62","1","PC(O-16:0/20:3(8Z,11Z,14Z))","C44H84NO7P","1-alkyl,2-acylglycerophosphocholines","36:3","-","769.5985","0.1","[M+H]+"
,"3","78.02","100.00","99.73","60.62","1","PC(P-16:0/20:2(11Z,14Z))","C44H84NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","36:2","-","769.5985","0.1","[M+H]+"
800.6163@16.08,"3","78.02","99.99","97.03","63.39","1","PC(15:0/22:2(13Z,16Z))","C45H86NO8P","Diacylglycerophosphocholines","37:2","-","799.6091","0.1","[M+H]+"
822.6366@16.09,"3","78.44","99.71","99.68","69.62","1","PC(O-18:0/22:5(4Z,7Z,10Z,13Z,16Z))","C48H88NO7P","1-alkyl,2-acylglycerophosphocholines","40:5","-","821.6298","0.6","[M+H]+"
,"3","78.44","99.71","99.68","69.62","1","PC(P-18:0/22:4(7Z,10Z,13Z,16Z))","C48H88NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","40:4","-","821.6298","0.6","[M+H]+"
836.6166@16.11,"3","76.54","99.95","73.53","57.30","1","PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))","C48H86NO8P","Diacylglycerophosphocholines","40:5","-","835.6091","0.3","[M+H]+"
862.6328@16.12,"3","72.81","99.39","0.00","57.42","2","PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C50H88NO8P","Diacylglycerophosphocholines","42:6","-","861.6248","0.9","[M+H]+"
826.6767@16.16,"3","71.27","50.51","65.40","58.98","1","PC(O-20:0/20:3(8Z,11Z,14Z))","C48H92NO7P","1-alkyl,2-acylglycerophosphocholines","40:3","-","825.6611","10.0","[M+H]+"
,"3","71.27","50.51","65.40","58.98","1","PC(P-18:0/22:2(13Z,16Z))","C48H92NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","40:2","-","825.6611","10.0","[M+H]+"
794.6056@16.22,"3","78.09","99.97","99.92","61.98","1","PC(O-16:0/22:5(7Z,10Z,13Z,16Z,19Z))","C46H84NO7P","1-alkyl,2-acylglycerophosphocholines","38:5","-","793.5985","0.2","[M+H]+"
,"3","78.09","99.97","99.92","61.98","1","PC(P-16:0/22:4(7Z,10Z,13Z,16Z))","C46H84NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","38:4","-","793.5985","0.2","[M+H]+"
824.6167@16.29,"3","77.91","99.90","99.11","59.31","1","PC(17:0/22:4(7Z,10Z,13Z,16Z))","C47H86NO8P","Diacylglycerophosphocholines","39:4","-","823.6091","0.4","[M+H]+"
820.6217@16.32,"3","78.18","99.95","99.46","64.16","1","PC(O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C48H86NO7P","1-alkyl,2-acylglycerophosphocholines","40:6","-","819.6142","0.3","[M+H]+"
,"3","78.18","99.95","99.46","64.16","1","PC(P-20:0/20:5(5Z,8Z,11Z,14Z,17Z))","C48H86NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","40:5","-","819.6142","0.3","[M+H]+"
770.6061@16.40,"3","78.34","99.94","99.11","67.91","1","PC(O-16:0/20:3(8Z,11Z,14Z))","C44H84NO7P","1-alkyl,2-acylglycerophosphocholines","36:3","-","769.5985","0.3","[M+H]+"
,"3","78.34","99.94","99.11","67.91","1","PC(P-16:0/20:2(11Z,14Z))","C44H84NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","36:2","-","769.5985","0.3","[M+H]+"
800.6164@16.42,"3","77.94","100.00","99.55","59.33","2","PC(15:0/22:2(13Z,16Z))","C45H86NO8P","Diacylglycerophosphocholines","37:2","-","799.6091","0.0","[M+H]+"
802.5334@16.42,"3","70.95","79.85","0.00","59.21","1","PC(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C46H76NO8P","Diacylglycerophosphocholines","38:8","-","801.5309","5.9","[M+H]+"
812.6166@16.50,"3","77.84","99.95","97.19","59.68","1","PC(16:1(9Z)/22:2(13Z,16Z))","C46H86NO8P","Diacylglycerophosphocholines","38:3","-","811.6091","0.3","[M+H]+"
762.6007@16.53,"3","77.80","100.00","99.78","56.16","1","PC(10:0/24:0)","C42H84NO8P","Diacylglycerophosphocholines","34:0","-","761.5935","0.1","[M+H]+"
864.6486@16.60,"3","77.80","99.14","99.93","57.84","2","PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z))","C50H90NO8P","Diacylglycerophosphocholines","42:5","-","863.6404","1.1","[M+H]+"
788.6166@16.71,"3","77.86","99.97","99.53","57.73","1","PC(14:0/22:1(11Z))","C44H86NO8P","Diacylglycerophosphocholines","36:1","-","787.6091","0.2","[M+H]+"
728.5589@16.72,"4","98.88","100.00","99.88","77.76","2","PE(P-18:0/18:2(9Z,12Z))","C41H78NO7P","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines","36:2","P-18:0/18:2(9Z,12Z)","727.5516","0.0","[M+H]+"
848.6536@16.74,"3","78.01","99.33","97.48","64.13","1","PC(O-20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C50H90NO7P","1-alkyl,2-acylglycerophosphocholines","42:6","-","847.6455","1.0","[M+H]+"
814.6313@16.75,"3","77.79","99.50","99.43","57.38","1","PC(16:0/22:2(13Z,16Z))","C46H88NO8P","Diacylglycerophosphocholines","38:2","-","813.6248","0.9","[M+H]+"
864.6488@16.77,"3","72.93","98.81","0.00","60.97","3","PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z))","C50H90NO8P","Diacylglycerophosphocholines","42:5","-","863.6404","1.3","[M+H]+"
814.6325@16.98,"3","78.13","99.76","99.18","63.86","2","PC(16:0/22:2(13Z,16Z))","C46H88NO8P","Diacylglycerophosphocholines","38:2","-","813.6248","0.6","[M+H]+"
864.6487@17.03,"3","75.40","99.01","52.37","57.67","2","PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z))","C50H90NO8P","Diacylglycerophosphocholines","42:5","-","863.6404","1.2","[M+H]+"
864.6486@17.04,"3","77.82","99.09","99.64","58.65","3","PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z))","C50H90NO8P","Diacylglycerophosphocholines","42:5","-","863.6404","1.1","[M+H]+"
802.6321@17.42,"3","77.84","100.00","98.65","58.16","2","PC(15:0/22:1(11Z))","C45H88NO8P","Diacylglycerophosphocholines","37:1","-","801.6248","0.0","[M+H]+"
774.6366@17.81,"3","78.30","99.76","99.68","66.80","1","PC(O-16:0/20:1(11Z))","C44H88NO7P","1-alkyl,2-acylglycerophosphocholines","36:1","-","773.6298","0.6","[M+H]+"
,"3","78.30","99.76","99.68","66.80","1","PC(P-16:0/20:0)","C44H88NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","36:0","-","773.6298","0.6","[M+H]+"
826.6730@17.96,"3","71.20","81.23","0.00","61.50","3","PC(O-20:0/20:3(8Z,11Z,14Z))","C48H92NO7P","1-alkyl,2-acylglycerophosphocholines","40:3","-","825.6611","5.5","[M+H]+"
,"3","71.20","81.23","0.00","61.50","3","PC(P-18:0/22:2(13Z,16Z))","C48H92NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","40:2","-","825.6611","5.5","[M+H]+"
790.6309@18.10,"3","76.32","98.59","73.41","55.71","1","PC(11:0/25:0)","C44H88NO8P","Diacylglycerophosphocholines","36:0","-","789.6248","1.5","[M+H]+"
824.6532@18.10,"3","78.09","99.85","99.58","62.61","2","PC(O-18:0/22:4(7Z,10Z,13Z,16Z))","C48H90NO7P","1-alkyl,2-acylglycerophosphocholines","40:4","-","823.6455","0.5","[M+H]+"
,"3","78.09","99.85","99.58","62.61","2","PC(P-18:1(11Z)/22:2(13Z,16Z))","C48H90NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","40:3","-","823.6455","0.5","[M+H]+"
816.6472@18.11,"3","77.73","99.80","97.33","57.72","1","PC(14:0/24:1(15Z))","C46H90NO8P","Diacylglycerophosphocholines","38:1","-","815.6404","0.6","[M+H]+"
816.6473@18.13,"3","77.86","99.87","99.39","58.05","1","PC(14:0/24:1(15Z))","C46H90NO8P","Diacylglycerophosphocholines","38:1","-","815.6404","0.4","[M+H]+"
816.6469@18.21,"3","72.79","99.42","0.00","56.96","2","PC(14:0/24:1(15Z))","C46H90NO8P","Diacylglycerophosphocholines","38:1","-","815.6404","0.9","[M+H]+"
842.6637@18.22,"3","77.56","99.87","92.58","58.91","2","PC(16:1(9Z)/24:1(15Z))","C48H92NO8P","Diacylglycerophosphocholines","40:2","-","841.6561","0.4","[M+H]+"
842.6638@18.25,"3","78.06","99.80","99.51","62.05","2","PC(16:1(9Z)/24:1(15Z))","C48H92NO8P","Diacylglycerophosphocholines","40:2","-","841.6561","0.5","[M+H]+"
800.6528@18.29,"3","77.85","100.00","93.37","63.67","1","PC(O-16:0/22:2(13Z,16Z))","C46H90NO7P","1-alkyl,2-acylglycerophosphocholines","38:2","-","799.6455","0.0","[M+H]+"
,"3","77.85","100.00","93.37","63.67","1","PC(P-16:0/22:1(11Z))","C46H90NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","38:1","-","799.6455","0.0","[M+H]+"
842.6637@18.41,"3","76.81","99.84","78.24","58.20","3","PC(16:1(9Z)/24:1(15Z))","C48H92NO8P","Diacylglycerophosphocholines","40:2","-","841.6561","0.5","[M+H]+"
790.6556@18.46,"3","69.05","18.57","86.30","57.59","1","PC(O-16:0/21:0)","C45H92NO7P","1-alkyl,2-acylglycerophosphocholines","37:0","-","789.6611","16.2","[M+H]+"
892.6794@18.48,"3","75.61","99.81","53.47","59.13","3","PC(22:1(11Z)/22:4(7Z,10Z,13Z,16Z))","C52H94NO8P","Diacylglycerophosphocholines","44:5","-","891.6717","0.5","[M+H]+"
868.6787@18.63,"3","73.03","99.94","0.00","60.67","2","PC(20:1(11Z)/22:2(13Z,16Z))","C50H94NO8P","Diacylglycerophosphocholines","42:3","-","867.6717","0.3","[M+H]+"
842.6643@18.64,"3","75.26","99.00","48.65","58.53","3","PC(16:1(9Z)/24:1(15Z))","C48H92NO8P","Diacylglycerophosphocholines","40:2","-","841.6561","1.2","[M+H]+"
828.6839@19.27,"3","78.38","99.98","99.33","68.26","3","PC(O-18:0/22:2(13Z,16Z))","C48H94NO7P","1-alkyl,2-acylglycerophosphocholines","40:2","-","827.6768","0.2","[M+H]+"
,"3","78.38","99.98","99.33","68.26","3","PC(P-18:0/22:1(11Z))","C48H94NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","40:1","-","827.6768","0.2","[M+H]+"
802.6679@19.31,"3","78.10","99.77","96.35","66.15","2","PC(O-16:0/22:1(11Z))","C46H92NO7P","1-alkyl,2-acylglycerophosphocholines","38:1","-","801.6611","0.6","[M+H]+"
,"3","78.10","99.77","96.35","66.15","2","PC(P-16:0/22:0)","C46H92NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","38:0","-","801.6611","0.6","[M+H]+"
828.6842@19.32,"3","78.29","99.97","99.86","66.08","3","PC(O-18:0/22:2(13Z,16Z))","C48H94NO7P","1-alkyl,2-acylglycerophosphocholines","40:2","-","827.6768","0.2","[M+H]+"
,"3","78.29","99.97","99.86","66.08","3","PC(P-18:0/22:1(11Z))","C48H94NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","40:1","-","827.6768","0.2","[M+H]+"
802.6678@19.34,"3","78.07","99.56","97.30","65.05","2","PC(O-16:0/22:1(11Z))","C46H92NO7P","1-alkyl,2-acylglycerophosphocholines","38:1","-","801.6611","0.8","[M+H]+"
,"3","78.07","99.56","97.30","65.05","2","PC(P-16:0/22:0)","C46H92NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","38:0","-","801.6611","0.8","[M+H]+"
878.7000@19.44,"3","78.36","99.92","99.53","67.76","1","PC(O-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))","C52H96NO7P","1-alkyl,2-acylglycerophosphocholines","44:5","-","877.6924","0.3","[M+H]+"
878.7001@19.44,"3","73.60","99.84","0.00","72.36","2","PC(O-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))","C52H96NO7P","1-alkyl,2-acylglycerophosphocholines","44:5","-","877.6924","0.5","[M+H]+"
844.6791@19.44,"3","72.88","99.99","0.00","57.58","4","PC(16:0/24:1(15Z))","C48H94NO8P","Diacylglycerophosphocholines","40:1","16:0/24:1(15Z)","843.6717","0.1","[M+H]+"
844.6789@19.46,"3","72.99","100.00","0.00","59.73","4","PC(22:0/18:1(11Z))","C48H94NO8P","Diacylglycerophosphocholines","40:1","22:0/18:1(11Z)","843.6717","0.1","[M+H]+"
854.6996@19.58,"3","78.24","99.97","98.20","66.62","2","PC(O-24:0/18:3(6Z,9Z,12Z))","C50H96NO7P","1-alkyl,2-acylglycerophosphocholines","42:3","-","853.6924","0.2","[M+H]+"
,"3","78.24","99.97","98.20","66.62","2","PC(P-18:1(11Z)/24:1(15Z))","C50H96NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","42:2","-","853.6924","0.2","[M+H]+"
854.6996@19.58,"3","73.38","99.99","0.00","67.70","2","PC(O-24:0/18:3(6Z,9Z,12Z))","C50H96NO7P","1-alkyl,2-acylglycerophosphocholines","42:3","-","853.6924","0.1","[M+H]+"
,"3","73.38","99.99","0.00","67.70","2","PC(P-18:1(11Z)/24:1(15Z))","C50H96NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","42:2","-","853.6924","0.1","[M+H]+"
844.6788@19.61,"3","75.09","99.98","43.86","57.96","3","PC(22:0/18:1(11Z))","C48H94NO8P","Diacylglycerophosphocholines","40:1","22:0/18:1(11Z)","843.6717","0.2","[M+H]+"
878.6999@19.67,"3","73.38","99.96","0.00","67.77","1","PC(O-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))","C52H96NO7P","1-alkyl,2-acylglycerophosphocholines","44:5","-","877.6924","0.2","[M+H]+"
818.6867@19.73,"3","64.87","18.15","0.00","61.09","1","PC(O-17:0/22:0)","C47H96NO7P","1-alkyl,2-acylglycerophosphocholines","39:0","-","817.6924","15.9","[M+H]+"
804.6828@20.62,"3","72.96","98.40","0.00","62.49","3","PC(O-16:0/22:0)","C46H94NO7P","1-alkyl,2-acylglycerophosphocholines","38:0","-","803.6768","1.6","[M+H]+"
742.5381@20.69,"3","77.69","100.00","98.58","55.15","2","PC(15:1(9Z)/18:2(9Z,12Z))","C41H76NO8P","Diacylglycerophosphocholines","33:3","15:1(9Z)/18:2(9Z,12Z)","741.5309","0.0","[M+H]+"
856.7133@21.14,"3","72.62","95.89","0.00","60.62","2","PC(O-18:2(9Z,12Z)/24:0)","C50H98NO7P","1-alkyl,2-acylglycerophosphocholines","42:2","-","855.7081","2.4","[M+H]+"
,"3","72.62","95.89","0.00","60.62","2","PC(P-18:0/24:1(15Z))","C50H98NO7P","1-(1Z-alkenyl),2-acylglycerophosphocholines","42:1","-","855.7081","2.4","[M+H]+"
